Title,Price,Odometer,Transmission,Engine
2021 Mitsubishi Outlander ES ZL Auto AWD MY21,"$38,730 ",10 km,Automatic,4cyl 2.4L Petrol
2020 Honda HR-V VTi-LX Auto MY20,"$35,777* ","17,006 km",Automatic,4cyl 1.8L Petrol
2015 Toyota Kluger GX Auto 2WD,"$26,998* ","167,000 km",Automatic,6cyl 3.5L Petrol
2015 Nissan X-TRAIL ST T32 Auto 4WD,"$19,888* ","100,060 km",Automatic,4cyl 2.5L Petrol
2012 Subaru XV 2.0i G4X Manual AWD MY12,"$19,888* ","48,167 km",Manual,4cyl 2.0L Petrol
2021 Audi Q7 45 TDI Auto quattro MY22,"$129,800 ","2,120 km",Automatic,6cyl 3.0L Turbo Diesel
2020 Mercedes-Benz GLC-Class GLC300 Auto 4MATIC,"$99,850 ","26,316 km",Automatic,4cyl 2.0L Turbo Petrol
2020 Volvo XC60 D4 Inscription Auto AWD MY20,"$70,888* ","6,588 km",Automatic,4cyl 2.0L Turbo Diesel
2018 Lexus NX NX300 F Sport Auto 2WD,"$51,789* ","67,354 km",Automatic,4cyl 2.0L Turbo Petrol
2021 Volkswagen T-Cross 85TSI Style C1 Auto FWD MY21,"$35,090 ","3,169 km",Automatic,3cyl 1.0L Turbo Petrol
2018 Nissan Pathfinder ST R52 Series II Auto 2WD MY17,"$32,980* ","72,891 km",Automatic,6cyl 3.5L Petrol
2021 Volkswagen T-Cross 85TSI CityLife C1 Auto FWD MY21,"$32,878 ",15 km,Automatic,3cyl 1.0L Turbo Petrol
2017 Subaru Outback 2.5i Premium 5GEN Auto AWD MY17,"$32,790* ","62,492 km",Automatic,4cyl 2.5L Petrol
2006 Land Rover Range Rover Sport Super Charged Auto 4x4 MY06,"$24,990 ","218,566 km",Automatic,8cyl 4.2L S Petrol
2021 Audi Q7 55 TFSI S line Auto quattro MY21,"$148,888 ","4,568 km",Automatic,6cyl 3.0L Turbo Petrol
2021 BMW X4 xDrive20i M Sport G02 Auto 4x4,"$98,990 ","1,564 km",Automatic,4cyl 2.0L Turbo Petrol
2014 Jeep Grand Cherokee SRT Auto 4x4 MY14,"$65,990* ","59,746 km",Automatic,8cyl 6.4L Petrol
2020 Mazda CX-5 GT KF Series Auto i-ACTIV AWD,"$45,999* ","14,371 km",Automatic,4cyl 2.5L Petrol
2021 Hyundai Kona Highlander Auto 2WD MY21,"$42,120 ",,Automatic,4cyl 2.0L Petrol
2020 LDV D90 Executive Auto,"$34,999* ","17,367 km",Automatic,4cyl 2.0L Turbo Petrol
2016 Subaru Forester XT Premium S4 Auto AWD MY16,"$34,990* ","79,239 km",Automatic,4cyl 2.0L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$33,490 ",10 km,Automatic,3cyl 1.0L Turbo Petrol
2019 Mazda CX-3 sTouring DK Auto FWD,"$30,888* ","24,597 km",Automatic,4cyl 2.0L Petrol
2016 Mitsubishi Outlander LS ZK Auto 2WD MY17,"$29,990* ","135,117 km",Automatic,4cyl 2.0L Petrol
2017 Nissan QASHQAI Ti J11 Auto,"$27,490* ","61,573 km",Automatic,4cyl 2.0L Petrol
2013 Subaru Forester XT S4 Auto AWD MY13,"$23,990* ","111,219 km",Automatic,4cyl 2.0L Turbo Petrol
2012 Nissan X-TRAIL Ti T31 Auto 4x4 Series IV,"$16,984* ","142,964 km",Automatic,4cyl 2.5L Petrol
2019 Mercedes-Benz GLE-Class GLE300 d Auto 4MATIC,"$129,850 ","32,613 km",Automatic,4cyl 2.0L Turbo Diesel
2016 Porsche Macan GTS 95B Auto AWD MY17,"$99,900* ","78,119 km",Automatic,6cyl 3.0L Turbo Petrol
2021 Audi Q5 40 TDI Sport Auto quattro ultra MY21,"$92,995 ","2,771 km",Automatic,4cyl 2.0L Turbo Diesel
2021 Jaguar E-PACE P250 R-Dynamic S Auto AWD MY21,"$86,990 ",,Automatic,4cyl 2.0L Turbo Petrol
2020 Toyota RAV4 Cruiser Auto eFour,"$62,990* ","5,491 km",Automatic,2.5i/163kW Hybrid
2021 Renault Koleos Intens Auto 4WD MY21,"$50,159 ",,Automatic,4cyl 2.5L Petrol
2020 Subaru Forester 2.5i-S S5 Auto AWD MY21,"$47,888* ","6,906 km",Automatic,4cyl 2.5L Petrol
2021 Renault Koleos Intens Auto MY21,"$47,534 ",,Automatic,4cyl 2.5L Petrol
2020 Ford Puma JK Auto MY21.25,"$30,990 ","9,300 km",Automatic,3cyl 1.0L Turbo Petrol
2012 Audi Q7 TDI Auto quattro MY13,"$28,875* ","171,000 km",Automatic,6cyl 3.0L Turbo Diesel
2016 Mazda CX-3 sTouring DK Auto,"$26,880* ","65,325 km",Automatic,4cyl 2.0L Petrol
2020 Haval H2 LUX Auto 2WD,"$24,999* ","5,374 km",Automatic,4cyl 1.5L Turbo Petrol
2009 Volkswagen Tiguan 125TSI 5N Auto 4MOTION MY09,"$9,999* ","182,304 km",Automatic,4cyl 2.0L Turbo Petrol
2021 Jaguar I-PACE EV400 HSE Auto AWD MY21,"$169,888 ",10 km,294kW,Electric (range: 446 km)
2018 Ford Everest Trend UA II Auto 4WD MY19,"$59,990* ","54,724 km",Automatic,4cyl 2.0L Turbo Diesel
2015 Jeep Grand Cherokee SRT Auto 4x4 MY15,"$59,888* ","136,452 km",Automatic,8cyl 6.4L Petrol
2019 BMW X1 sDrive20i F48 LCI Auto,"$52,888* ","15,790 km",Automatic,4cyl 2.0L Turbo Petrol
2015 Nissan Patrol ST Y61 Manual 4x4,"$47,990* ","91,364 km",Manual,4cyl 3.0L Turbo Diesel
2019 Subaru Outback 2.5i 5GEN Auto AWD MY20,"$36,888* ","39,894 km",Automatic,4cyl 2.5L Petrol
2015 Hyundai Santa Fe Highlander Auto 4x4 MY16,"$31,888* ","100,502 km",Automatic,4cyl 2.2L Turbo Diesel
2018 Mitsubishi ASX Black Edition XC Auto 2WD MY19,"$29,990* ","36,611 km",Automatic,4cyl 2.0L Petrol
2021 Haval Jolion Premium Auto,"$26,985 ",,Automatic,4cyl 1.5L Turbo Petrol
2017 Mitsubishi ASX LS XC Manual 2WD MY17,"$21,750* ","68,632 km",Manual,4cyl 2.0L Petrol
2021 BMW X5 xDrive30d M Sport G05 Auto 4x4,"$149,990 ","1,000 km",Automatic,6cyl 3.0L Turbo Diesel
2021 Volkswagen Touareg 170TDI CR Auto 4MOTION MY21,"$116,878 ","1,530 km",Automatic,6cyl 3.0L Turbo Diesel
2021 BMW X3 xDrive30i M Sport G01 Auto 4x4,"$102,750 ",10 km,Automatic,4cyl 2.0L Turbo Petrol
2021 Toyota Landcruiser Prado GXL Auto 4x4,"$84,990* ",140 km,Automatic,4cyl 2.8L Turbo Diesel
2018 Toyota Fortuner Crusade Auto 4x4,"$59,888* ","25,452 km",Automatic,4cyl 2.8L Turbo Diesel
2015 Lexus RX RX350 Luxury Auto 4x4,"$58,500* ","56,321 km",Automatic,6cyl 3.5L Petrol
2021 Toyota RAV4 Cruiser Auto 2WD,"$53,990* ","5,170 km",Automatic,4cyl 2.0L Petrol
2019 Toyota Kluger GX Auto 2WD,"$42,991* ","51,373 km",Automatic,6cyl 3.5L Petrol
2021 Haval H6 Premium Auto,"$32,490 ",,Automatic,4cyl 2.0L Turbo Petrol
2019 Mitsubishi Outlander ES ZL Auto 2WD MY20,"$29,990* ","48,441 km",Automatic,4cyl 2.4L Petrol
2014 Hyundai Santa Fe Highlander Auto 4x4 MY14,"$28,880* ","100,000 km",Automatic,4cyl 2.2L Turbo Diesel
2018 Mitsubishi ASX LS XC Auto 2WD MY18,"$23,490* ","53,680 km",Automatic,4cyl 2.0L Petrol
2021 Land Rover Range Rover Sport P575 SVR Auto 4x4 MY22,"$309,990 ",,Automatic,8cyl 5.0L S Petrol
2018 Land Rover Range Rover Sport SDV6 SE Auto 4x4 MY18,"$128,888* ","29,150 km",Automatic,6cyl 3.0L Turbo Diesel
2019 Lexus RX RX350 F Sport Auto 4x4,"$97,880* ","18,900 km",Automatic,6cyl 3.5L Petrol
2019 Land Rover Discovery Sport P250 R-Dynamic SE Auto 4x4 MY20,"$96,990* ","16,413 km",Automatic,4cyl 2.0L Turbo Petrol
2020 Mitsubishi Outlander PHEV GSR ZL Auto AWD MY21,"$54,490 ","2,335 km",Automatic,2.4i/157kW Hybrid
2019 Mitsubishi Outlander PHEV Exceed ZL Auto AWD MY19,"$47,888* ","24,381 km",Automatic,2.0i/120kW Hybrid
2019 Toyota Kluger GX Auto 2WD,"$46,888* ","13,170 km",Automatic,6cyl 3.5L Petrol
2021 Mazda CX-30 G25 Astina DM Series Auto,"$46,475 ",15 km,Automatic,4cyl 2.5L Petrol
2016 Mazda CX-3 sTouring DK Auto i-ACTIV AWD,"$26,995* ","65,124 km",Automatic,4cyl 2.0L Petrol
2017 Subaru Outback 2.5i 5GEN Auto AWD MY17,"$26,980* ","98,783 km",Automatic,4cyl 2.5L Petrol
2021 BMW X3 xDrive30i M Sport G01 Auto 4x4,"$89,990 ","8,000 km",Automatic,4cyl 2.0L Turbo Petrol
2020 Lexus NX NX300 F Sport Auto AWD,"$78,880* ","13,075 km",Automatic,4cyl 2.0L Turbo Petrol
2010 Toyota Landcruiser Sahara Auto 4x4 MY10,"$55,999* ","226,549 km",Automatic,8cyl 4.7L Petrol
2021 Kia Niro Hybrid Sport Auto 2WD MY21,"$43,500 ",,Automatic,1.6i/104kW Hybrid
2016 Mazda CX-9 GT TC Auto i-ACTIV AWD,"$42,875* ","71,200 km",Automatic,4cyl 2.5L Turbo Petrol
2021 Renault Captur Intens Auto,"$38,805 ",10 km,Automatic,4cyl 1.3L Turbo Petrol
2017 Suzuki S-Cross Turbo Auto,"$22,987* ","77,422 km",Automatic,4cyl 1.4L Turbo Petrol
2013 Ford EcoSport Titanium BK Auto,"$13,990 ","62,569 km",Automatic,4cyl 1.5L Petrol
2021 Volvo XC60 T6 R-Design Auto AWD MY21,"$83,888* ","2,209 km",Automatic,4cyl 2.0L TSPetrol
2015 Porsche Macan Turbo 95B Auto AWD MY15,"$71,990* ","106,178 km",Automatic,6cyl 3.6L Turbo Petrol
2019 MINI Countryman John Cooper Works Auto ALL4,"$59,800* ","30,245 km",Automatic,4cyl 2.0L Turbo Petrol
2017 Audi Q5 TFSI sport Auto quattro ultra MY17,"$57,880* ","35,416 km",Automatic,4cyl 2.0L Turbo Petrol
2021 Hyundai Tucson N Line Auto 2WD MY22,"$42,120 ",,Automatic,4cyl 2.0L Petrol
2021 Mazda CX-30 G20 Touring DM Series Auto,"$37,990 ",146 km,Automatic,4cyl 2.0L Petrol
2016 Toyota RAV4 GXL Auto AWD,"$32,995* ","92,364 km",Automatic,4cyl 2.2L Turbo Diesel
2018 Jeep Compass Sport Auto FWD MY18,"$31,888* ","41,124 km",Automatic,4cyl 2.4L Petrol
2021 Haval Jolion Premium Auto,"$26,990 ",,Automatic,4cyl 1.5L Turbo Petrol
2018 Suzuki Vitara RT-S Auto 2WD,"$23,888* ","41,268 km",Automatic,4cyl 1.6L Petrol
2013 Audi Q3 TFSI Auto quattro MY13,"$22,800* ","87,915 km",Automatic,4cyl 2.0L Turbo Petrol
2020 Land Rover Defender 110 P400 S Auto AWD MY20,"$174,990* ","7,688 km",Automatic,6cyl 3.0L Turbo Petrol
2021 BMW X3 xDrive30i M Sport G01 Auto 4x4,"$97,257 ","2,110 km",Automatic,4cyl 2.0L Turbo Petrol
2020 Jeep Grand Cherokee Overland Auto 4x4 MY20,"$81,990* ","8,764 km",Automatic,6cyl 3.0L Turbo Diesel
2017 Volvo XC90 D5 Inscription Auto AWD MY17,"$59,888* ","78,174 km",Automatic,4cyl 2.0L Turbo Diesel
2021 Renault Koleos Intens Auto 4WD MY21,"$50,445 ",20 km,Automatic,4cyl 2.5L Petrol
2021 Mazda MX-30 G20e Evolve DR Series Auto,"$38,414 ",,Automatic,4cyl 2.0L Petrol
2021 Suzuki Vitara Turbo Auto 2WD,"$34,490 ",,Automatic,4cyl 1.4L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$33,490 ",10 km,Automatic,3cyl 1.0L Turbo Petrol
2015 Mazda CX-5 Maxx Sport KE Series 2 Auto AWD,"$31,990* ","48,294 km",Automatic,4cyl 2.5L Petrol
2016 Nissan QASHQAI ST J11 Manual,"$18,990* ","86,270 km",Manual,4cyl 2.0L Petrol
2016 Toyota Landcruiser Prado VX Auto 4x4,"$66,995* ","64,588 km",Automatic,4cyl 2.8L Turbo Diesel
2019 Toyota Kluger Black Edition Auto AWD,"$62,997* ","5,931 km",Automatic,6cyl 3.5L Petrol
2020 Subaru XV 2.0i-S G5X Auto AWD MY20,"$41,888* ","8,944 km",Automatic,4cyl 2.0L Petrol
2019 Honda CR-V VTi-L Auto FWD MY19,"$38,990* ","38,787 km",Automatic,4cyl 1.5L Turbo Petrol
2020 MG HS Excite Auto FWD MY20,"$34,990 ",,Automatic,4cyl 1.5L Turbo Petrol
2018 Toyota C-HR Koba Auto 2WD,"$34,490* ","34,940 km",Automatic,4cyl 1.2L Turbo Petrol
2015 Toyota Kluger GX Auto 2WD,"$32,880* ","76,916 km",Automatic,6cyl 3.5L Petrol
2017 Mazda CX-3 Maxx DK Auto,"$27,888* ","30,079 km",Automatic,4cyl 2.0L Petrol
2016 Mitsubishi ASX LS XB Auto 2WD MY15.5,"$19,990* ","70,512 km",Automatic,4cyl 2.0L Petrol
2006 Nissan Elgrand Rider E51 Auto,"$19,900* ","27,115 km",Automatic,6cyl 3.5L Petrol
2021 BMW X7 xDrive30d G07 Auto 4x4,"$166,990 ","2,500 km",Automatic,6cyl 3.0L Turbo Diesel
2021 Lexus NX NX300h F Sport Auto AWD,"$84,880* ","2,482 km",Automatic,2.5i/147kW Hybrid
2017 Lexus RX RX350 F Sport Auto 4x4,"$75,880* ","45,716 km",Automatic,6cyl 3.5L Petrol
2020 BMW X1 xDrive25i F48 LCI Auto AWD,"$69,990 ","7,000 km",Automatic,4cyl 2.0L Turbo Petrol
2020 Toyota RAV4 Cruiser Auto eFour,"$62,490* ","8,760 km",Automatic,2.5i/163kW Hybrid
2021 MG HS PHEV Essence Auto FWD MY21,"$48,690 ",,Automatic,1.5T/209kW Hybrid
2021 Jeep Compass Launch Edition Auto FWD MY21,"$45,124 ",,Automatic,4cyl 2.4L Petrol
2021 Subaru XV 2.0i-S G5X Auto AWD MY21,"$43,990* ","2,200 km",Automatic,4cyl 2.0L Petrol
2021 Mazda CX-30 G20 Astina DM Series Auto,"$39,990 ","2,965 km",Automatic,4cyl 2.0L Petrol
2016 Toyota RAV4 Cruiser Auto AWD,"$32,990* ","79,594 km",Automatic,4cyl 2.5L Petrol
2020 Mercedes-Benz GLE-Class GLE300 d Auto 4MATIC,"$129,850 ","16,598 km",Automatic,4cyl 2.0L Turbo Diesel
2019 Audi SQ5 Black Edition Auto quattro MY19,"$98,800* ","8,084 km",Automatic,6cyl 3.0L Turbo Petrol
2019 Lexus RX RX350 Sports Luxury Auto 4x4,"$92,900* ","14,268 km",Automatic,6cyl 3.5L Petrol
2020 Kia Sorento Sport+ Auto AWD MY21,"$66,990* ","18,662 km",Automatic,4cyl 2.2L Turbo Diesel
2019 Jaguar E-PACE D180 S Auto AWD MY20,"$64,990* ","14,000 km",Automatic,4cyl 2.0L Turbo Diesel
2016 Audi Q7 TDI Auto quattro MY16,"$49,888* ","134,126 km",Automatic,6cyl 3.0L Turbo Diesel
2021 Mazda MX-30 G20e Evolve DR Series Auto,"$37,475 ",49 km,Automatic,4cyl 2.0L Petrol
2014 Hyundai Santa Fe Highlander Auto 4x4 MY14,"$31,880* ","74,654 km",Automatic,4cyl 2.2L Turbo Diesel
2020 MG ZST Essence Auto MY21,"$31,555 ","5,920 km",Automatic,3cyl 1.3L Turbo Petrol
2020 SsangYong Korando EX Auto 2WD MY21,"$29,888 ",,Automatic,4cyl 1.5L Turbo Petrol
2016 Dodge Journey R/T Auto MY16,"$25,990* ","38,664 km",Automatic,6cyl 3.6L Petrol
2013 Audi Q5 TDI Auto quattro MY13,"$25,980* ","110,467 km",Automatic,4cyl 2.0L Turbo Diesel
2015 Nissan X-TRAIL ST T32 Manual 2WD,"$24,990* ","41,524 km",Manual,4cyl 2.0L Petrol
2016 Nissan X-TRAIL ST T32 Auto 2WD,"$23,888* ","53,532 km",Automatic,4cyl 2.5L Petrol
2015 Fiat 500X Lounge Auto AWD,"$22,888* ","53,622 km",Automatic,4cyl 1.4L Turbo Petrol
2016 Mitsubishi ASX LS XB Auto 2WD MY15.5,"$22,790* ","51,617 km",Automatic,4cyl 2.0L Petrol
2020 Lexus NX NX300 F Sport Auto 2WD,"$73,880* ","8,244 km",Automatic,4cyl 2.0L Turbo Petrol
2020 Volvo XC60 T5 Inscription Auto AWD MY20,"$71,990* ","3,265 km",Automatic,4cyl 2.0L Turbo Petrol
2016 Mercedes-Benz GLC-Class GLC250 Auto 4MATIC,"$67,850 ","34,569 km",Automatic,4cyl 2.0L Turbo Petrol
2021 LDV D90 Executive Auto 4x4,"$48,990 ",240 km,Automatic,4cyl 2.0L Turbo Diesel
2019 Toyota C-HR Koba Auto 2WD,"$34,888* ","66,967 km",Automatic,4cyl 1.2L Turbo Petrol
2017 Toyota C-HR Koba Auto 2WD,"$33,999* ","60,330 km",Automatic,4cyl 1.2L Turbo Petrol
2019 Mitsubishi ASX ES ADAS XD Auto 2WD MY20,"$26,990* ","61,703 km",Automatic,4cyl 2.0L Petrol
2013 Hyundai Santa Fe Active Auto 4x4 MY14,"$19,970* ","120,546 km",Automatic,4cyl 2.4L Petrol
2021 Volvo XC60 B5 Inscription Auto AWD MY22,"$87,777* ","1,021 km",Automatic,4cyl 2.0L Turbo Petrol
2015 Land Rover Discovery TDV6 Auto 4x4 MY16,"$69,990* ","53,312 km",Automatic,6cyl 3.0L Turbo Diesel
2019 Toyota RAV4 Edge Auto AWD,"$55,990* ","35,169 km",Automatic,4cyl 2.5L Petrol
2017 Land Rover Discovery Sport TD4 180 HSE Auto 4x4 MY17,"$49,990* ","56,123 km",Automatic,4cyl 2.0L Turbo Diesel
2017 Ford Everest Trend UA Auto RWD,"$49,950* ","62,145 km",Automatic,5cyl 3.2L Turbo Diesel
2013 Mercedes-Benz M-Class ML350 BlueTEC Auto 4x4,"$49,850 ","101,639 km",Automatic,6cyl 3.0L Turbo Diesel
2019 Kia Sorento Sport Auto AWD MY20,"$41,990* ","72,165 km",Automatic,4cyl 2.2L Turbo Diesel
2019 Nissan QASHQAI Ti J11 Series 3 Auto MY20,"$34,490* ","31,171 km",Automatic,4cyl 2.0L Petrol
2014 Nissan QASHQAI TL J11 Auto,"$20,888* ","110,665 km",Automatic,4cyl 1.6L Turbo Diesel
2018 Mercedes-Benz GLC-Class GLC350 d Auto 4MATIC,"$86,850 ","31,569 km",Automatic,6cyl 3.0L Turbo Diesel
2017 Mercedes-Benz GLC-Class GLC250 Auto 4MATIC,"$82,850 ","47,896 km",Automatic,4cyl 2.0L Turbo Petrol
2021 Isuzu MU-X LS-T Auto 4x2 MY21,"$64,900 ","3,821 km",Automatic,4cyl 3.0L Turbo Diesel
2016 Audi SQ5 TDI Auto quattro MY17,"$54,800* ","64,200 km",Automatic,6cyl 3.0L Turbo Diesel
2009 Toyota Landcruiser Prado ZR Auto 4x4,"$47,888* ","139,830 km",Automatic,4cyl 3.0L Turbo Diesel
2021 LDV D90 Auto,"$35,990 ","2,091 km",Automatic,4cyl 2.0L Turbo Petrol
2018 Nissan Pathfinder ST R52 Series II Auto 2WD MY17,"$35,987* ","73,802 km",Automatic,6cyl 3.5L Petrol
2016 Nissan Pathfinder ST R52 Auto 2WD MY15,"$29,990* ","61,379 km",Automatic,6cyl 3.5L Petrol
2020 MG HS Vibe Auto FWD MY20,"$28,990* ","4,934 km",Automatic,4cyl 1.5L Turbo Petrol
2019 Land Rover Discovery SD6 SE Auto 4x4 MY19,"$119,888* ","51,377 km",Automatic,6cyl 3.0L Turbo Diesel
2021 Land Rover Discovery Sport P200 R-Dynamic S Auto 4x4 MY21,"$93,990 ",650 km,Automatic,4cyl 2.0L Turbo Petrol
2021 Volvo XC60 T6 R-Design Auto AWD MY21,"$81,777* ","4,289 km",Automatic,4cyl 2.0L TSPetrol
2013 Land Rover Range Rover Sport SDV6 Autobiography Auto 4x4 MY13,"$79,990* ","79,902 km",Automatic,6cyl 3.0L Turbo Diesel
2019 BMW X1 xDrive25i F48 Auto AWD,"$57,888* ","20,000 km",Automatic,4cyl 2.0L Turbo Petrol
2020 Toyota RAV4 Cruiser Auto 2WD,"$54,990* ","33,022 km",Automatic,2.5i/160kW Hybrid
2014 Mercedes-Benz M-Class ML350 BlueTEC Auto 4x4 MY15,"$49,800* ","73,926 km",Automatic,6cyl 3.0L Turbo Diesel
2020 Peugeot 2008 GT Sport Auto MY21,"$48,990* ","2,245 km",Automatic,3cyl 1.2L Turbo Petrol
2021 Jeep Compass Launch Edition Auto FWD MY21,"$46,888 ",,Automatic,4cyl 2.4L Petrol
2021 Volkswagen T-Roc 110TSI Style A1 Auto MY22,"$46,880 ",,Automatic,4cyl 1.4L Turbo Petrol
2021 Peugeot 3008 Allure Auto MY21,"$46,500 ",,Automatic,4cyl 1.6L Turbo Petrol
2020 Subaru Forester 2.5i-S S5 Auto AWD MY21,"$46,490* ","14,811 km",Automatic,4cyl 2.5L Petrol
2015 Hyundai Santa Fe Highlander Auto 4x4 MY16,"$29,990* ","151,789 km",Automatic,4cyl 2.2L Turbo Diesel
2018 Kia Sportage Si Auto 2WD MY19,"$27,990* ","56,108 km",Automatic,4cyl 2.0L Petrol
2017 Toyota C-HR Auto 2WD,"$27,988 ","25,067 km",Automatic,4cyl 1.2L Turbo Petrol
2017 Land Rover Range Rover Sport TDV6 SE Auto 4x4 MY17,"$88,888* ","50,851 km",Automatic,6cyl 3.0L Turbo Diesel
2020 Hyundai Palisade Highlander Auto AWD MY21,"$72,990* ","12,111 km",Automatic,4cyl 2.2L Turbo Diesel
2021 Hyundai Kona Highlander Auto 2WD MY21,"$42,560 ",,Automatic,4cyl 2.0L Petrol
2021 Renault Arkana Zen Auto,"$37,951 ",,Automatic,4cyl 1.3L Turbo Petrol
2021 MG HS Essence X Auto AWD MY21,"$39,488 ","2,232 km",Automatic,4cyl 2.0L Turbo Petrol
2021 Mitsubishi Eclipse Cross XLS YB Auto 2WD MY21,"$37,080 ","1,721 km",Automatic,4cyl 1.5L Turbo Petrol
2016 Audi Q3 TFSI Auto MY16,"$28,500* ","86,050 km",Automatic,4cyl 1.4L Turbo Petrol
2021 Audi Q8 55 TFSI Auto quattro MY21,"$168,880 ",,Automatic,6cyl 3.0L Turbo Petrol
2021 Volvo XC90 B5 Momentum Auto AWD MY22,"$98,199* ","1,756 km",Automatic,4cyl 2.0L TSPetrol
2021 Alfa Romeo Stelvio Sport Auto AWD MY21,"$72,816 ",,Automatic,4cyl 2.0L Turbo Petrol
2020 Lexus NX NX300 F Sport Auto 2WD,"$63,880* ","17,274 km",Automatic,4cyl 2.0L Turbo Petrol
2015 Toyota FJ Cruiser Auto 4x4 MY14,"$57,888* ","42,248 km",Automatic,6cyl 4.0L Petrol
2020 Ford Escape ST-Line ZH Auto MY21.25,"$43,850* ","8,294 km",Automatic,4cyl 2.0L Turbo Petrol
2019 Hyundai Tucson Active X Auto AWD MY20,"$40,888* ","18,437 km",Automatic,4cyl 2.0L Turbo Diesel
2016 Hyundai Santa Fe Elite Auto 4x4 MY17,"$36,990* ","33,252 km",Automatic,4cyl 2.2L Turbo Diesel
2014 Mercedes-Benz GLA-Class GLA250 Auto 4MATIC,"$36,800* ","68,254 km",Automatic,4cyl 2.0L Turbo Petrol
2016 Audi Q3 TFSI Auto MY17,"$33,990* ","41,027 km",Automatic,4cyl 1.4L Turbo Petrol
2016 Volkswagen Tiguan 110TSI Comfortline 5N Auto 2WD MY17,"$30,995* ","42,781 km",Automatic,4cyl 1.4L Turbo Petrol
2015 Audi Q3 TDI Auto quattro MY14,"$30,990* ","68,796 km",Automatic,4cyl 2.0L Turbo Diesel
2018 Mitsubishi Outlander ES ADAS ZL Auto AWD MY19,"$28,990* ","81,227 km",Automatic,4cyl 2.4L Petrol
2017 Toyota C-HR Koba Auto 2WD,"$28,888* ","57,480 km",Automatic,4cyl 1.2L Turbo Petrol
2014 Volkswagen Tiguan 132TSI Pacific 5N Auto 4MOTION MY14,"$23,700* ","44,700 km",Automatic,4cyl 2.0L Turbo Petrol
2021 Land Rover Discovery Sport P200 R-Dynamic S Auto 4x4 MY21,"$89,990 ","4,932 km",Automatic,4cyl 2.0L Turbo Petrol
2019 Volvo XC60 D4 Inscription Auto AWD MY20,"$70,666* ","4,898 km",Automatic,4cyl 2.0L Turbo Diesel
2016 Toyota Landcruiser Prado Kakadu Auto 4x4,"$69,990* ","126,077 km",Automatic,4cyl 2.8L Turbo Diesel
2018 Toyota Kluger GXL Auto AWD,"$49,990* ","49,885 km",Automatic,6cyl 3.5L Petrol
2018 Hyundai Santa Fe Highlander Auto 4x4 MY18,"$49,888* ","90,316 km",Automatic,4cyl 2.2L Turbo Diesel
2021 Nissan QASHQAI Ti J11 Series 3 Auto MY20,"$41,870 ",3 km,Automatic,4cyl 2.0L Petrol
2021 Mazda CX-5 Maxx Sport KF Series Auto FWD,"$38,990* ","5,000 km",Automatic,4cyl 2.0L Petrol
2020 Nissan QASHQAI ST-L J11 Series 3 Auto MY20,"$37,455 ",3 km,Automatic,4cyl 2.0L Petrol
2016 Kia Sportage GT-Line Auto AWD MY17,"$32,999* ","33,671 km",Automatic,4cyl 2.4L Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$32,990 ","6,405 km",Automatic,3cyl 1.0L Turbo Petrol
2014 BMW X1 xDrive20d E84 LCI Auto AWD MY14,"$29,880* ","48,170 km",Automatic,4cyl 2.0L Turbo Diesel
2020 Land Rover Defender 110 P400 S Auto AWD MY20,"$172,990* ","12,271 km",Automatic,6cyl 3.0L Turbo Petrol
2021 Audi Q7 45 TDI Auto quattro MY22,"$125,000 ","2,222 km",Automatic,6cyl 3.0L Turbo Diesel
2021 Volvo XC90 D5 Momentum Auto AWD MY21,"$95,666* ","2,555 km",Automatic,4cyl 2.0L Turbo Diesel
2021 Toyota Landcruiser GXL Manual 4x4,"$89,789* ","21,081 km",Manual,8cyl 4.5L Turbo Diesel
2020 Volvo XC60 D5 R-Design Auto AWD MY20,"$83,777* ","1,987 km",Automatic,4cyl 2.0L Turbo Diesel
2018 Volvo XC60 T6 R-Design Auto AWD MY18,"$65,880* ","57,962 km",Automatic,4cyl 2.0L TSPetrol
2020 Jeep Compass Limited Auto 4x4 MY20,"$44,888 ",516 km,Automatic,4cyl 2.4L Petrol
2021 MG ZS EV Essence Auto MY21,"$44,990 ",12 km,AC105kW,Electric (range: 263 km)
2020 Hyundai Tucson Elite Auto AWD MY20,"$40,990* ","17,252 km",Automatic,4cyl 2.0L Turbo Diesel
2019 Holden Acadia LT AC Auto AWD MY19,"$38,990* ","52,417 km",Automatic,6cyl 3.6L Petrol
2021 LDV D90 Executive Auto,"$38,870 ",,Automatic,4cyl 2.0L Turbo Petrol
2021 Mitsubishi Outlander ES ZL Auto AWD MY21,"$38,730 ",10 km,Automatic,4cyl 2.4L Petrol
2020 MG HS Vibe Auto FWD MY20,"$31,220 ",,Automatic,4cyl 1.5L Turbo Petrol
2017 Honda CR-V VTi-S Auto 4WD MY18,"$27,990* ","106,319 km",Automatic,4cyl 1.5L Turbo Petrol
2019 Nissan QASHQAI ST J11 Series 3 Auto MY20,"$27,990* ","38,169 km",Automatic,4cyl 2.0L Petrol
2021 Mitsubishi ASX ES XD Auto 2WD MY21,"$28,180 ","1,123 km",Automatic,4cyl 2.0L Petrol
